title,author,rating,details,num_reviews,num_ratings,publish_date,genres,description,image_url
Turtles All the Way Down,John Green," 3.88 avg rating — 589,105 ratings",/book/show/35504431-turtles-all-the-way-down,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503002776i/35504431._SY75_.jpg
"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard," 3.98 avg rating — 159,154 ratings",/book/show/10140661-gabriel-s-inferno,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301789770i/10140661._SY75_.jpg
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris," 4.01 avg rating — 219,678 ratings",/book/show/170210.Dead_as_a_Doornail,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468562419i/170210._SY75_.jpg
"The Sparrow (The Sparrow, #1)",Mary Doria Russell," 4.14 avg rating — 76,988 ratings",/book/show/334176.The_Sparrow,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1230829367i/334176._SY75_.jpg
"Reflected in You (Crossfire, #2)",Sylvia Day," 4.30 avg rating — 354,479 ratings",/book/show/13596809-reflected-in-you,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477802540i/13596809._SX50_.jpg
Project Hail Mary,Andy Weir," 4.51 avg rating — 631,587 ratings",/book/show/54493401-project-hail-mary,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597695864i/54493401._SY75_.jpg
The Lost Artefacts - The Complete Collection,Johnathon Nicolaou, 4.57 avg rating — 120 ratings,/book/show/217012882-the-lost-artefacts---the-complete-collection,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722472396i/217012882._SY75_.jpg
"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud," 4.03 avg rating — 130,041 ratings",/book/show/334123.The_Amulet_of_Samarkand,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528705815i/334123._SX50_.jpg
Travels with Charley: In Search of America,John Steinbeck," 4.08 avg rating — 97,432 ratings",/book/show/5306.Travels_with_Charley,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924381i/5306._SY75_.jpg
Where the Heart Is,Billie Letts," 4.04 avg rating — 249,790 ratings",/book/show/5168.Where_the_Heart_Is,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959469i/5168._SY75_.jpg
Deception Point,Dan       Brown," 3.76 avg rating — 676,394 ratings",/book/show/976.Deception_Point,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551277487i/976._SY75_.jpg
A Million Little Pieces,James Frey," 3.68 avg rating — 255,639 ratings",/book/show/1241.A_Million_Little_Pieces,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483206985i/1241._SY75_.jpg
The Gargoyle,Andrew  Davidson," 3.97 avg rating — 49,602 ratings",/book/show/2595138-the-gargoyle,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368598513i/2595138._SY75_.jpg
"Wizard and Glass (The Dark Tower, #4)",Stephen         King," 4.26 avg rating — 203,638 ratings",/book/show/5096.Wizard_and_Glass,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327946510i/5096._SY75_.jpg
A Connecticut Yankee in King Arthur's Court,Mark Twain," 3.77 avg rating — 104,510 ratings",/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348239402i/162898._SY75_.jpg
A Moveable Feast,Ernest Hemingway," 4.02 avg rating — 154,559 ratings",/book/show/4631.A_Moveable_Feast,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427463201i/4631._SX50_.jpg
"Crank (Crank, #1)",Ellen Hopkins," 4.16 avg rating — 148,082 ratings",/book/show/270730.Crank,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192181i/270730._SX50_.jpg
We,Yevgeny Zamyatin," 3.89 avg rating — 99,756 ratings",/book/show/76171.We,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627438181i/76171._SY75_.jpg
Thus Spoke Zarathustra,Friedrich Nietzsche," 4.07 avg rating — 155,867 ratings",/book/show/51893.Thus_Spoke_Zarathustra,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650680683i/51893._SY75_.jpg
Victor's Blessing,Barbara Sontheimer," 4.34 avg rating — 6,263 ratings",/book/show/63140926-victor-s-blessing,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1667204880i/63140926._SX50_.jpg
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton," 4.02 avg rating — 149,622 ratings",/book/show/30281.Guilty_Pleasures,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388207930i/30281._SY75_.jpg
Those Empty Eyes,Charlie Donlea," 4.20 avg rating — 37,804 ratings",/book/show/62984900-those-empty-eyes,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679436159i/62984900._SX50_.jpg
"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris," 4.01 avg rating — 206,269 ratings",/book/show/140079.Definitely_Dead,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468562748i/140079._SY75_.jpg
"Opal (Lux, #3)",Jennifer L. Armentrout," 4.24 avg rating — 153,574 ratings",/book/show/13362536-opal,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553011318i/13362536._SY75_.jpg
The Fountainhead,Ayn Rand," 3.88 avg rating — 326,265 ratings",/book/show/2122.The_Fountainhead,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491163636i/2122._SY75_.jpg
"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost," 4.29 avg rating — 105,843 ratings",/book/show/2168860.One_Foot_in_the_Grave,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373857981i/2168860._SY75_.jpg
Christy,Catherine Marshall," 4.24 avg rating — 55,201 ratings",/book/show/35879889-christy,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507060335i/35879889._SY75_.jpg
Saint Richard Parker,Merlin Franco," 4.34 avg rating — 4,305 ratings",/book/show/198132147-saint-richard-parker,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693295267i/198132147._SY75_.jpg
"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward," 4.39 avg rating — 114,077 ratings",/book/show/7046495-lover-mine,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391511285i/7046495._SX50_.jpg
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson," 4.21 avg rating — 396,234 ratings",/book/show/56905097-as-good-as-dead,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623112782i/56905097._SY75_.jpg
The Pact,Jodi Picoult," 4.03 avg rating — 313,075 ratings",/book/show/10916.The_Pact,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410754561i/10916._SY75_.jpg
"Burned (House of Night, #7)",P.C. Cast," 3.97 avg rating — 160,092 ratings",/book/show/6917952-burned,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327944437i/6917952._SY75_.jpg
"The Golden Lily (Bloodlines, #2)",Richelle Mead," 4.31 avg rating — 119,423 ratings",/book/show/8709523-the-golden-lily,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360599818i/8709523._SY75_.jpg
The Runaway Jury,John Grisham," 4.02 avg rating — 306,190 ratings",/book/show/24192.The_Runaway_Jury,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388444668i/24192._SY75_.jpg
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart," 4.20 avg rating — 164,628 ratings",/book/show/40605329-the-mysterious-benedict-society,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529611235i/40605329._SY75_.jpg
The Story of Edgar Sawtelle,David Wroblewski," 3.65 avg rating — 100,477 ratings",/book/show/2731276-the-story-of-edgar-sawtelle,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310466361i/2731276._SX50_.jpg
"Tai-Pan (Asian Saga, #2)",James Clavell," 4.30 avg rating — 54,337 ratings",/book/show/42933.Tai_Pan,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577989362i/42933._SY75_.jpg
"Pandemonium (Delirium, #2)",Lauren Oliver," 4.03 avg rating — 240,985 ratings",/book/show/9593911-pandemonium,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310371414i/9593911._SY75_.jpg
The Immortal Life of Henrietta Lacks,Rebecca Skloot," 4.12 avg rating — 749,726 ratings",/book/show/6493208-the-immortal-life-of-henrietta-lacks,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878144i/6493208._SY75_.jpg
Beach Music,Pat Conroy," 4.18 avg rating — 51,952 ratings",/book/show/16729.Beach_Music,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426903848i/16729._SY75_.jpg
Animal Farm / 1984,George Orwell," 4.30 avg rating — 201,825 ratings",/book/show/5472.Animal_Farm_1984,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959366i/5472._SY75_.jpg
The Bonfire of the Vanities,Tom Wolfe," 3.90 avg rating — 82,056 ratings",/book/show/2666.The_Bonfire_of_the_Vanities,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542903489i/2666._SY75_.jpg
The Turn of the Screw,Henry James," 3.39 avg rating — 159,970 ratings",/book/show/12948.The_Turn_of_the_Screw,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567172392i/12948._SY75_.jpg
On Earth We're Briefly Gorgeous,Ocean Vuong," 4.04 avg rating — 321,174 ratings",/book/show/41880609-on-earth-we-re-briefly-gorgeous,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615580168i/41880609._SX50_.jpg
Journey to the End of the Night,Louis-Ferdinand Céline," 4.19 avg rating — 43,228 ratings",/book/show/12395.Journey_to_the_End_of_the_Night,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585118052i/12395._SY75_.jpg
The Brief Wondrous Life of Oscar Wao,Junot Díaz," 3.89 avg rating — 267,027 ratings",/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391409748i/297673._SY75_.jpg
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer," 3.26 avg rating — 926,823 ratings",/book/show/1162543.Breaking_Dawn,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039438i/1162543._SY75_.jpg
"Onyx (Lux, #2)",Jennifer L. Armentrout," 4.23 avg rating — 184,069 ratings",/book/show/13047090-onyx,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329408511i/13047090._SY75_.jpg
The Lucky One,Nicholas Sparks," 4.13 avg rating — 365,166 ratings",/book/show/3063499-the-lucky-one,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420816338i/3063499._SY75_.jpg
Valley of the Dolls,Jacqueline Susann," 3.84 avg rating — 70,176 ratings",/book/show/581811.Valley_of_the_Dolls,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429239923i/581811._SX50_.jpg
"Night World, No. 1 (Night World, #1-3)",L.J. Smith," 4.06 avg rating — 65,379 ratings",/book/show/3099787-night-world-no-1,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434962482i/3099787._SY75_.jpg
The Dead Zone,Stephen         King," 3.96 avg rating — 227,647 ratings",/book/show/11573.The_Dead_Zone,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622i/11573._SY75_.jpg
Heartless,Marissa Meyer," 4.09 avg rating — 211,447 ratings",/book/show/18584855-heartless,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477740245i/18584855._SY75_.jpg
The Complete Persepolis,Marjane Satrapi," 4.40 avg rating — 187,140 ratings",/book/show/991197.The_Complete_Persepolis,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876995i/991197._SX50_.jpg
Still Life with Woodpecker,Tom Robbins," 4.04 avg rating — 80,924 ratings",/book/show/9566.Still_Life_with_Woodpecker,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308749778i/9566._SY75_.jpg
Childhood’s End,Arthur C. Clarke," 4.12 avg rating — 162,469 ratings",/book/show/414999.Childhood_s_End,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628i/414999._SY75_.jpg
Sometimes a Great Notion,Ken Kesey," 4.26 avg rating — 22,731 ratings",/book/show/529626.Sometimes_a_Great_Notion,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364846481i/529626._SY75_.jpg
"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris," 4.05 avg rating — 203,151 ratings",/book/show/140075.All_Together_Dead,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417964062i/140075._SY75_.jpg
"Hatchet (Brian's Saga, #1)",Gary Paulsen," 3.78 avg rating — 402,384 ratings",/book/show/50.Hatchet,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385297074i/50._SX50_.jpg
On the Beach,Nevil Shute," 3.97 avg rating — 45,609 ratings",/book/show/38180.On_the_Beach,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327943327i/38180._SY75_.jpg
"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan," 4.25 avg rating — 162,901 ratings",/book/show/60400.The_Ruins_of_Gorlan,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293952830i/60400._SY75_.jpg
The Poetry of Robert Frost,Robert Frost," 4.24 avg rating — 48,169 ratings",/book/show/95819.The_Poetry_of_Robert_Frost,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388204422i/95819._SY75_.jpg
How Green Was My Valley,Richard Llewellyn," 4.20 avg rating — 17,722 ratings",/book/show/40496.How_Green_Was_My_Valley,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440708862i/40496._SY75_.jpg
"Easy (Contours of the Heart, #1)",Tammara Webber," 4.08 avg rating — 227,951 ratings",/book/show/16056408-easy,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349370267i/16056408._SY75_.jpg
"Passion (Fallen, #3)",Lauren Kate," 3.86 avg rating — 170,584 ratings",/book/show/9369720-passion,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339802i/9369720._SY75_.jpg
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley," 4.05 avg rating — 80,827 ratings",/book/show/41424.Beauty,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1294192311i/41424._SY75_.jpg
The House of Mirth,Edith Wharton," 3.97 avg rating — 99,530 ratings",/book/show/17728.The_House_of_Mirth,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328729186i/17728._SY75_.jpg
"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris," 4.01 avg rating — 190,599 ratings",/book/show/2233407.From_Dead_to_Worse,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525214511i/2233407._SY75_.jpg
"The Drawing of the Three (The Dark Tower, #2)",Stephen         King," 4.23 avg rating — 267,943 ratings",/book/show/5094.The_Drawing_of_the_Three,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370918050i/5094._SY75_.jpg
The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin," 4.25 avg rating — 129,703 ratings",/book/show/13651.The_Dispossessed,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651._SY75_.jpg
The Bhagavad Gita,Krishna-Dwaipayana Vyasa," 4.18 avg rating — 73,644 ratings",/book/show/99944.The_Bhagavad_Gita,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631634958i/99944._SX50_.jpg
"The Wedding (The Notebook, #2)",Nicholas Sparks," 3.99 avg rating — 163,302 ratings",/book/show/3466.The_Wedding,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385738787i/3466._SY75_.jpg
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout," 4.23 avg rating — 629,149 ratings",/book/show/52831200-from-blood-and-ash,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585598504i/52831200._SX50_.jpg
"Redwall (Redwall, #1)",Brian Jacques," 4.14 avg rating — 121,601 ratings",/book/show/7996.Redwall,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877368i/7996._SY75_.jpg
"Thoughtless (Thoughtless, #1)",S.C. Stephens," 4.08 avg rating — 140,850 ratings",/book/show/13517535-thoughtless,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331254339i/13517535._SY75_.jpg
"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare," 4.36 avg rating — 232,357 ratings",/book/show/25494343-lady-midnight,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477682i/25494343._SY75_.jpg
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris," 4.06 avg rating — 341,427 ratings",/book/show/28877.Red_Dragon,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593241110i/28877._SY75_.jpg
Safe Haven,Nicholas Sparks," 4.22 avg rating — 387,095 ratings",/book/show/40603730-safe-haven,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529593553i/40603730._SY75_.jpg
The Rime of the Ancient Mariner,Samuel Taylor Coleridge," 3.96 avg rating — 59,780 ratings",/book/show/732562.The_Rime_of_the_Ancient_Mariner,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436976206i/732562._SX50_.jpg
"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor," 3.89 avg rating — 126,338 ratings",/book/show/310459.Roll_of_Thunder_Hear_My_Cry,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388345167i/310459._SY75_.jpg
"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris," 4.02 avg rating — 190,499 ratings",/book/show/5161066-dead-and-gone,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388186195i/5161066._SY75_.jpg
